articleNr	reviewer_01	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
97	Jocelyn	DAILY MAIL (London) 	October 11, 2014 Saturday 	TRAVEL FIRMS SEE STOCK GROUNDED 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
98	Richard	DAILY MAIL (London) 	October 11, 2014 Saturday 	GONE GIRL AND THIS WORRYING DEMONISING OF HUSBANDS 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
99	Peter	DAILY MAIL (London) 	October 11, 2014 Saturday 	ANGRY NURSES PELT SPAIN PM WITH RUBBER GLOVES 	[UK] The Daily Mail	UK	2014-10-11	40	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
100	Caitlin	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; National Edition 	Be calm, Ebola is not airborne; Unaffected countries' risk remains low, says Dr Richard Dawood Travel news 	[UK] The Telegraph	UK	2014-10-11	40	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
101	Kevin	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; National Edition 	EBOLA NOW THREATENS THE WHOLE WORLD; The latest outbreak of the lethal disease is very different - worse still, it could mutate into something even more deadly, says Tim Butcher, who knows the infected area well 	[UK] The Telegraph	UK	2014-10-11	40	0	0	5	4	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
102	Ines	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; National Edition 	No flight back if UK nurses catch Ebola; Ebola screening is 'a complete waste of time' 	[UK] The Telegraph	UK	2014-10-11	40	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
103	Sara	The Daily Telegraph (London) 	October 11, 2014 Saturday  Edition 1; Scotland 	No flight home if British nurses contract ebola 	[UK] The Telegraph	UK	2014-10-11	40	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
104	Lindsay	The Guardian (London) 	October 11, 2014 Saturday 	Markets tumble as bad news snowballs: Investors are spooked by Ebola, prospect of a global slowdown and tensions in Middle East and Ukraine 	[UK] The Guardian	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105	Jocelyn	The Guardian (London) 	October 11, 2014 Saturday 	Staff refuse to treat suspected Ebola cases at Madrid hospital 	[UK] The Guardian	UK	2014-10-11	40	0	0	1	0	1	1	1	1	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
106	Jocelyn	The Guardian (London) 	October 11, 2014 Saturday 	Ebola is frightening, but so are the prejudices such outbreaks provoke Kei Miller 	[UK] The Guardian	UK	2014-10-11	40	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
107	Kevin	The Guardian (London) - Final Edition 	October 11, 2014 Saturday 	Markets tumble as bad news snowballs: Investors are spooked by Ebola, prospect of a global slowdown and tensions in Middle East and Ukraine 	[UK] The Guardian	UK	2014-10-11	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
108	Caitlin	The Guardian (London) - Final Edition 	October 11, 2014 Saturday 	Staff refuse to treat suspected Ebola cases at Madrid hospital 	[UK] The Guardian	UK	2014-10-11	40	0	0	1	0	1	1	1	1	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
109	Matt	The Guardian (London) - Final Edition 	October 11, 2014 Saturday 	Saturday: Ebola is frightening, but so are the prejudices such outbreaks provoke 	[UK] The Guardian	UK	2014-10-11	40	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
110	Matt	DAILY MAIL (London) 	October 10, 2014 Friday 	SCREENING SHAMBLES OVER EBOLA 	[UK] The Daily Mail	UK	2014-10-10	40	0	0	1	1	2	3	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
111	Caitlin	DAILY MAIL (London) 	October 10, 2014 Friday 	FEARS OVER AUSTRALIAN VOLUNTEER NURSE 	[UK] The Daily Mail	UK	2014-10-10	40	0	1	2	1	3	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
112	Kevin	DAILY MAIL (London) 	October 10, 2014 Friday 	HOW WE'LL SCREEN TRAVELLERS: ASK THEM HOW THEY'RE FELLING! 	[UK] The Daily Mail	UK	2014-10-10	40	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
113	Fiona	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 2; National Edition 	Isolation ward firm lifted by Ebola fight while travel companies suffer; Market report 	[UK] The Telegraph	UK	2014-10-10	40	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
114	Lindsay	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; National Edition 	How close to home are the horrors of Ebola?; The disease is a highly efficient killer, but with the West finally alert to the threat, its spread can surely be contained 	[UK] The Telegraph	UK	2014-10-10	40	0	0	2	1	3	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
115	Sara	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; National Edition 	Nurses calling in sick to avoid risk of infection 	[UK] The Telegraph	UK	2014-10-10	40	0	0	0	0	0	0	1	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
116	Matt	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; Scotland 	Ebola may have spread to Britain; Exit screening. in Africa 'is the key' 	[UK] The Telegraph	UK	2014-10-10	40	0	0	2	2	3	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
117	Richard	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; Scotland 	Nurses calling in sick to avoid risk of infection 	[UK] The Telegraph	UK	2014-10-10	40	0	0	0	0	0	0	1	1	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
118	Jocelyn	The Daily Telegraph (London) 	October 10, 2014 Friday  Edition 1; Scotland 	Reports of Ebola-like symptoms spread panic around the world 	[UK] The Telegraph	UK	2014-10-10	40	0	0	4	2	2	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
119	Sara	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Journal: Opinion: Long after this panic, Africa will still be paying the price: The Ebola crisis has put years of progress across the continent at risk. If you fear anything, fear that 	[UK] The Guardian	UK	2014-10-10	40	0	0	1	0	3	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
120	Caitlin	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Front: UK airports to screen passengers for symptoms of Ebola 	[UK] The Guardian	UK	2014-10-10	40	0	0	3	3	2	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
121	Peter	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Front: UK airports to screen for Ebola symptoms 	[UK] The Guardian	UK	2014-10-10	40	0	0	3	2	2	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
122	Caitlin	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Ebola crisis: Spanish nurse worsens 	[UK] The Guardian	UK	2014-10-10	40	0	0	0	0	0	1	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
123	Caitlin	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Ebola crisis: Global summit pledges action to beat 'the biggest health threat since Aids': IMF, World Bank and UN admit world's response has not kept pace with illness 	[UK] The Guardian	UK	2014-10-10	40	0	0	3	2	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
124	Sara	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Ebola crisis: 'Survivors should care for victims' 	[UK] The Guardian	UK	2014-10-10	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
125	Ines	The Guardian (London) - Final Edition 	October 10, 2014 Friday 	Journal: Editorial: Ebola: A frightening virus and the curse of fear itself 	[UK] The Guardian	UK	2014-10-10	40	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
126	Fathima	The Inquirer (Monrovia) 	October 10, 2014 	Ebola Patient Duncan Is Dead 	[LI] The Inquirer	LI	2014-10-10	40	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	9	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
127	Caitlin	DAILY MAIL (London) 	October 9, 2014 Thursday 	EUROZONE FLIRTS WITH DISASTER 	[UK] The Daily Mail	UK	2014-10-09	40	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
128	Sara	DAILY MAIL (London) 	October 9, 2014 Thursday 	FURIOUS SPANISH MOB IN DEMO AFTER VICTIM'S PET DOG IS PUT DOWN 	[UK] The Daily Mail	UK	2014-10-09	40	1	1	1	0	0	1	1	1	6	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
129	Matt	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	Tesco moves up again with analyst support but Ebola worries hit FTSE; Market report 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
130	Peter	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 2; National Edition 	Tesco moves up again with analyst support but Ebola worries hit FTSE; Market report 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
131	Peter	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	A time to be vigilant; THE DAILY TELEGRAPH Established 1855 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
132	Richard	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	Panic as the West struggles to contain Ebola's spread; Ebola crisis Spanish nurse says her fever was ignored for six days MEDICAL ERRORS 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	1	1	1	1	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
133	Lindsay	The Daily Telegraph (London) 	October 9, 2014 Thursday  Edition 1; National Edition 	Dog's death angers animal lovers; Pet pays price 	[UK] The Telegraph	UK	2014-10-09	40	0	0	0	0	0	0	1	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
134	Fathima	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Front: High price paid to stop virus 	[UK] The Guardian	UK	2014-10-09	40	0	2	7	1	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
135	Jocelyn	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Front: Global 'failure' to grip Ebola crisis attacked: Demand for $2obn fund as cases in: Spain and US fuel fear of pandemic 	[UK] The Guardian	UK	2014-10-09	40	0	0	3	1	4	8	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
136	Sara	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Ebola crisis: Is the UK prepared? 	[UK] The Guardian	UK	2014-10-09	40	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
137	Richard	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Ebola crisis: Top hospitals prepare for possibility of UK outbreak: Isolation wards prepared and 600 extra military personnel sent to Sierra Leone 	[UK] The Guardian	UK	2014-10-09	40	0	0	1	1	3	3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
138	Peter	The Guardian (London) - Final Edition 	October 9, 2014 Thursday 	Ebola crisis: Lapse in responsibility: Spanish health workers tell of scant training on disease 	[UK] The Guardian	UK	2014-10-09	40	0	0	0	0	0	1	2	2	5	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
139	Peter	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 1; National Edition 	Ebola worries and lower IMF global growth forecast weigh on equities; Market report 	[UK] The Telegraph	UK	2014-10-08	40	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
140	Matt	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 2; National Edition 	Ebola worries and lower IMF global growth forecast weigh on equities; Market report 	[UK] The Telegraph	UK	2014-10-08	40	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
141	Fiona	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 2; National Edition 	British fiancee can only talk to Ebola victim by video link 	[UK] The Telegraph	UK	2014-10-08	40	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
142	Matt	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 2; National Edition 	Keep calm, pleads Spain amid fears deadly virus could spread 	[UK] The Telegraph	UK	2014-10-08	40	0	0	2	1	2	4	1	1	6	3	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
143	Sara	The Daily Telegraph (London) 	October 8, 2014 Wednesday  Edition 3; National Edition 	Hospitals on standby for UK Ebola outbreak 	[UK] The Telegraph	UK	2014-10-08	40	0	0	1	1	4	6	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
144	Jocelyn	The Guardian (London) - Final Edition 	October 8, 2014 Wednesday 	Front: Ebola case leaves Spanish city in fear 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	1	1	0	0	4	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
145	Matt	The Guardian (London) - Final Edition 	October 8, 2014 Wednesday 	Modern travel makes incidents of Ebola in Europe unavoidable, WHO director warns: PM to chair Cobra meeting on 'very serious situation': Health agency insists that risk in Britain remains low 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	1	4	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
146	Kevin	The Guardian (London) - Final Edition 	October 8, 2014 Wednesday 	Arizona's high desert - where the politics of migration means poll trouble for Democrats: Mix of ranchers and Latino voters poses dilemma in next month's elections 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
147	Caitlin	Guardian.com 	October 8, 2014 Wednesday 	FTSE falters again on economy concerns while Ebola fears hit travel shares 	[UK] The Guardian	UK	2014-10-08	40	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
148	Peter	DAILY MAIL (London) 	October 7, 2014 Tuesday 	NURSE IN SPAIN CONTRACTS EBOLA 	[UK] The Daily Mail	UK	2014-10-07	40	0	0	1	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
