articleNr	reviewer_02	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
199	Ines	The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 2; National Edition 	World health chiefs declare international emergency 	[UK] The Telegraph	UK	2014-08-09	31	0	0	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
201	Fiona	The Daily Telegraph (London) 	August 8, 2014 Friday  Edition 1; National Edition 	Bodies 'dumped in the street' as Liberia faces panic over Ebola outbreak 	[UK] The Telegraph	UK	2014-08-08	31	0	0	8	2	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
203	Peter	The Guardian (London) - Final Edition 	August 8, 2014 Friday 	Division over whether Ebola patients in west Africa should get experimental drug 	[UK] The Guardian	UK	2014-08-08	31	0	0	2	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
205	Matt	The Guardian (London) - Final Edition 	August 7, 2014 Thursday 	Nigeria confirms new cases of Ebola and death of nurse who treated first victim 	[UK] The Guardian	UK	2014-08-07	31	0	1	7	2	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
207	Matt	Guardian.com 	August 7, 2014 Thursday 	Ebola: Spanish missionary infected with virus in Liberia flown to Spain 	[UK] The Guardian	UK	2014-08-07	31	0	0	3	1	0	0	0	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
209	Lindsay	The Guardian (London) - Final Edition 	August 6, 2014 Wednesday 	Soldiers sent to contain Ebola outbreak: Sierra Leone and Liberia seek to quarantine villages Experimental serum used to treat two US victims 	[UK] The Guardian	UK	2014-08-06	31	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
211	Caitlin	The Daily Telegraph (London) 	August 5, 2014 Tuesday  Edition 2; National Edition 	Hope for Ebola miracle as serum 'reverses' disease 	[UK] The Telegraph	UK	2014-08-05	31	0	0	5	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
213	Richard	The NEWS (Monrovia) 	August 04, 2014 	Ebola Vaccine Could Be Available... 	[LI] The NEWS	LI	2014-08-04	31	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
215	Matt	The NEWS (Monrovia) 	August 04, 2014 	SRSG Welcomes Launch 	[LI] The NEWS	LI	2014-08-04	31	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
217	Sara	The Daily Telegraph (London) 	August 2, 2014 Saturday  Edition 1; National Edition 	Ebola crisis 'spiralling out of control' 	[UK] The Telegraph	UK	2014-08-02	30	0	0	6	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
219	Sara	DAILY MAIL (London) 	July 31, 2014 Thursday 	THE UK DOCTOR BATTLING A DEADLY ENEMY 	[UK] The Daily Mail	UK	2014-07-31	30	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
221	Lindsay	The Daily Telegraph (London) 	July 30, 2014 Wednesday  Edition 1; National Edition 	THE CURSE OF EBOLA; Liberia, Nigeria and Sierra Leone are facing the worst ever outbreak of the disease, for which there is no cure and no vaccine. But deadly as the virus is, it is also easily destroyed, says Tom Chivers 	[UK] The Telegraph	UK	2014-07-30	30	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
223	Kevin	The Guardian (London) 	July 29, 2014 Tuesday 	African authorities take action to stem outbreak of Ebola: First death in Nigeria after three other countries hit Protests in Sierra Leone, where 454 have died 	[UK] The Guardian	UK	2014-07-29	30	0	0	6	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
225	Caitlin	The NEWS (Monrovia) 	July 29, 2014 	American Missionary Tested Positive 	[LI] The NEWS	LI	2014-07-29	30	0	0	7	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
227	Fathima	The Daily Telegraph (London) 	July 28, 2014 Monday  Edition 2; National Edition 	US doctor contracts Ebola as virus spreads 	[UK] The Telegraph	UK	2014-07-28	30	0	0	5	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
229	Fiona	The Daily Telegraph (London) 	October 2, 2014 Thursday  Edition 2; National Edition 	Ebola 'will soon become an economic disaster' 	[UK] The Telegraph	UK	2014-10-02	39	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
231	Ines	The Daily Telegraph (London) 	October 2, 2014 Thursday  Edition 2; National Edition 	Children exposed to US Ebola victim; oHospital sent home Liberian infected with disease #UN confirms its first death as toll in west Africa passes 3,300 	[UK] The Telegraph	UK	2014-10-02	39	0	0	7	0	0	1	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
233	Jocelyn	The Daily Telegraph (London) 	October 1, 2014 Wednesday  Edition 2; National Edition 	Fears of more victims as first case of Ebola reaches the US 	[UK] The Telegraph	UK	2014-10-01	39	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
235	Fiona	The Daily Telegraph (London) 	September 25, 2014 Thursday  Edition 1; National Edition 	Why I'm going to Africa to tackle Ebola; An NHS doctor says she is proud to be in the front-line fight against this devastating disease 	[UK] The Telegraph	UK	2014-09-25	38	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
237	Caitlin	The Daily Telegraph (London) 	September 24, 2014 Wednesday  Edition 2; National Edition 	Ebola survivor to give blood plasma 	[UK] The Telegraph	UK	2014-09-24	38	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
239	Matt	The Daily Telegraph (London) 	September 18, 2014 Thursday  Edition 1; National Edition 	Ebola Briton's blood mission to help friend in America; Nurse who survived virus hopes his antibodies will save US aid worker who has been infected 	[UK] The Telegraph	UK	2014-09-18	37	0	1	2	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
241	Lindsay	The NEWS (Monrovia) 	September 17, 2014 	Arcelormittal Launches Contact Tracing Project 	[LI] The NEWS	LI	2014-09-17	37	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
243	Fathima	The Inquirer (Monrovia) 	September 08, 2014 	S. Leone Govt Takes Strong Action Against Ebola - Locks Up Country for Three Days 	[LI] The Inquirer	LI	2014-09-08	36	0	0	3	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
245	Jocelyn	The NEWS (Monrovia) 	September 05, 2014 	Another American Doctor Is Ebola Positive 	[LI] The NEWS	LI	2014-09-05	35	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
247	Jocelyn	The Daily Telegraph (London) 	September 4, 2014 Thursday  Edition 2; National Edition 	"They incinerated my passport. My mum is pleased to know I'm not going anywhere'; "They incinerated my passport. My mum is pleased to know I'm not anywhere' 	[UK] The Telegraph	UK	2014-09-04	35	0	0	2	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
249	Kevin	The Guardian (London) - Final Edition 	September 4, 2014 Thursday 	'I feel lucky to be alive,' says Briton who survived Ebola: Nurse gets all-clear after Sierra Leone evacuation: Aid worker treated with experimental drug ZMapp 	[UK] The Guardian	UK	2014-09-04	35	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
251	Kevin	Guardian.com 	September 3, 2014 Wednesday 	British Ebola patient Will Pooley discharged from hospital 	[UK] The Guardian	UK	2014-09-03	35	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
253	Caitlin	DAILY MAIL (London) 	September 2, 2014 Tuesday 	UK EBOLA VICTIM RECOVERING...ON BACON BUTTY DIET 	[UK] The Daily Mail	UK	2014-09-02	35	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
255	Caitlin	The Guardian (London) 	September 2, 2014 Tuesday 	British Ebola patient seems 'pretty well', says his father 	[UK] The Guardian	UK	2014-09-02	35	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
257	Kevin	The Daily Telegraph (London) 	August 30, 2014 Saturday  Edition 1; Scotland 	Hope of Ebola cure after drug taken by British sufferer passes trial; Experimental treatment for disease proves effective for monkeys 	[UK] The Telegraph	UK	2014-08-30	34	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
259	Fathima	DAILY MAIL (London) 	August 29, 2014 Friday 	UK SCIENTISTS READY TO TEST THE FIRST VACCINE FOR EBOLA 	[UK] The Daily Mail	UK	2014-08-29	34	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
261	Peter	The Daily Telegraph (London) 	August 29, 2014 Friday  Edition 2; National Edition 	Ebola could have 20,000 victims in West Africa, UN experts warn 	[UK] The Telegraph	UK	2014-08-29	34	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
263	Caitlin	Guardian.com 	August 28, 2014 Thursday 	GSK to start production of Ebola vaccine as tests on humans begin 	[UK] The Guardian	UK	2014-08-28	34	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
265	Matt	DAILY MAIL (London) 	August 27, 2014 Wednesday 	A SELFLESS HERO TO LIFT OUR HEARTS 	[UK] The Daily Mail	UK	2014-08-27	34	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
267	Kevin	The Daily Telegraph (London) 	August 27, 2014 Wednesday  Edition 1; Scotland 	Ebola Briton sitting up in bed and talking; Male nurse taking experimental drug and in good spirits but his London doctors say the next few days will be crucial 	[UK] The Telegraph	UK	2014-08-27	34	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
269	Caitlin	The Guardian (London) - Final Edition 	August 27, 2014 Wednesday 	Ebola Virus: 'At the start, I could feel the horror, but you quickly get used to it' 	[UK] The Guardian	UK	2014-08-27	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
271	Fathima	DAILY MAIL (London) 	August 26, 2014 Tuesday 	FEAR AND PRIDE AT ISOLATION HOSPITAL 	[UK] The Daily Mail	UK	2014-08-26	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
273	Richard	The Daily Telegraph (London) 	August 26, 2014 Tuesday  Edition 2; National Edition 	Aid workers are too often the unsung heroes; THE DAILY TELEGRAPH Established 1855 	[UK] The Telegraph	UK	2014-08-26	34	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
275	Jocelyn	The Daily Telegraph (London) 	August 26, 2014 Tuesday  Edition 3; National Edition 	Ebola Briton saved dozens of victims; 'It's the easiest situation to make a difference' British male nurse told of help he could give while standing firm to keep hospital open as other medical staff fled in terror from new outbreak 	[UK] The Telegraph	UK	2014-08-26	34	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
277	Ines	The Guardian (London) 	August 26, 2014 Tuesday 	Fifth country confirms outbreak: Democratic Republic of the Congo 	[UK] The Guardian	UK	2014-08-26	34	0	0	3	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
279	Lindsay	The Guardian (London) 	August 26, 2014 Tuesday 	Shortcuts: Virology: Ebola is in Britain - but don't panic 	[UK] The Guardian	UK	2014-08-26	34	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
281	Sara	The Guardian (London) - Final Edition 	August 26, 2014 Tuesday 	Democratic Republic of the Congo: Fifth country confirms outbreak 	[UK] The Guardian	UK	2014-08-26	34	0	0	3	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
283	Peter	The Guardian (London) - Final Edition 	August 26, 2014 Tuesday 	G2: Shortcuts: Virology: Ebola is in Britain - but don't panic 	[UK] The Guardian	UK	2014-08-26	34	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
