outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee
The Inquirer (Monrovia) 	August 11, 2014 	China Union Shuts Down for Ebola 	[LI] The Inquirer	LI	2014-08-11	32	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 11, 2014 	LNBA Commends Govt On State of Emergency... Lauds International Community for Support Against Ebola 	[LI] The Inquirer	LI	2014-08-11	32	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 11, 2014 	Police Vows to Deal With Protesters 	[LI] The Inquirer	LI	2014-08-11	32	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 11, 2014 	Redemption Re-Opens Without Patients 	[LI] The Inquirer	LI	2014-08-11	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 11, 2014 	SRSG Reaffirms UN Commitment to Combat Ebola 	[LI] The Inquirer	LI	2014-08-11	32	0	0	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 9, 2014 Saturday 	EBOLA NOW A THREAT TO WHOLE WORLD 	[UK] The Daily Mail	UK	2014-08-09	31	0	0	2	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 9, 2014 Saturday 	GEM EXPLORER LIFTS THE GLOOM 	[UK] The Daily Mail	UK	2014-08-09	31	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 1; National Edition 	World health chiefs declare international emergency 	[UK] The Telegraph	UK	2014-08-09	31	0	0	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 1; National Edition 	An Ebola drug might help to put GM crops on the Mapp 	[UK] The Telegraph	UK	2014-08-09	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 2; National Edition 	Death and denial, the curse of Ebola; Health workers face struggle against hostility and ignorance as deadly disease spreads in the fetid slums of Monrovia Dispatch 	[UK] The Telegraph	UK	2014-08-09	31	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 9, 2014 Saturday  Edition 2; National Edition 	World health chiefs declare international emergency 	[UK] The Telegraph	UK	2014-08-09	31	0	0	3	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	August 9, 2014 Saturday 	WHO draws up battle plans against Ebola 	[UK] The Guardian	UK	2014-08-09	31	0	0	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 9, 2014 Saturday 	WHO draws up battle plans against Ebola 	[UK] The Guardian	UK	2014-08-09	31	0	0	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 8, 2014 Friday 	ENCASED IN A SEALED PLASTIC CHAMBER, THE FIRST EUROPEAN EBOLA VICTIM RETURNS HOME 	[UK] The Daily Mail	UK	2014-08-08	31	0	0	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 8, 2014 Friday  Edition 1; National Edition 	Bodies 'dumped in the street' as Liberia faces panic over Ebola outbreak 	[UK] The Telegraph	UK	2014-08-08	31	0	0	8	2	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 8, 2014 Friday  Edition 2; National Edition 	Bodies 'dumped in the street' as Liberia faces panic over Ebola outbreak 	[UK] The Telegraph	UK	2014-08-08	31	0	0	8	2	3	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 8, 2014 Friday 	Division over whether Ebola patients in west Africa should get experimental drug 	[UK] The Guardian	UK	2014-08-08	31	0	0	2	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 08, 2014 	Remain Where You Are for 21 Days 	[LI] The Inquirer	LI	2014-08-08	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 08, 2014 	Several Hospitals Re-Open 	[LI] The Inquirer	LI	2014-08-08	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 08, 2014 	SEGAL in the Fight Against Ebola Virus 	[LI] The Inquirer	LI	2014-08-08	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 08, 2014 	Lions Club Joins Fight Against Ebola 	[LI] The Inquirer	LI	2014-08-08	31	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 08, 2014 	Cooperating With the State of Emergency [editorial] 	[LI] The Inquirer	LI	2014-08-08	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 7, 2014 Thursday 	EBOLA VICTIMS ARE LEFT TO ROT IN THE STREET 	[UK] The Daily Mail	UK	2014-08-07	31	0	2	6	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 7, 2014 Thursday  Edition 1; National Edition 	Ebola virus victim is flown home to Spain 	[UK] The Telegraph	UK	2014-08-07	31	0	0	4	2	2	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 7, 2014 Thursday 	Nigeria confirms new cases of Ebola and death of nurse who treated first victim 	[UK] The Guardian	UK	2014-08-07	31	0	1	7	2	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 7, 2014 Thursday 	Nigeria confirms new cases of Ebola and death of nurse who treated first victim 	[UK] The Guardian	UK	2014-08-07	31	0	1	6	2	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guardian.com 	August 7, 2014 Thursday 	Ebola: Spanish missionary infected with virus in Liberia flown to Spain 	[UK] The Guardian	UK	2014-08-07	31	0	0	3	1	0	0	0	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guardian.com 	August 7, 2014 Thursday 	Obama pushes for 'global effort' to combat spread of Ebola 	[UK] The Guardian	UK	2014-08-07	31	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	USAID , Center for Disease Control Announce More Assistance for West Africa Ebola 	[LI] The Inquirer	LI	2014-08-07	31	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	Reviewing the Communication Strategy 	[LI] The Inquirer	LI	2014-08-07	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	Lebanese Union Concerned Over Ebola... Commends Govt, Others for Efforts 	[LI] The Inquirer	LI	2014-08-07	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	Liberian Movie Star in Town for Ebola Awareness 	[LI] The Inquirer	LI	2014-08-07	31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	NEC Wants Election Postponed to Dec. 	[LI] The Inquirer	LI	2014-08-07	31	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	Soniwein Community Gets New Leadership 	[LI] The Inquirer	LI	2014-08-07	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	Ellen Declares State of Emergency for 90 Days 	[LI] The Inquirer	LI	2014-08-07	31	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 07, 2014 	'Ellen Is Not the Cause of Ebola' - Bishop Bobbroh Tells Liberians 	[LI] The Inquirer	LI	2014-08-07	31	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 6, 2014 Wednesday 	... AND BRITON IN QUARANTINE' AFTER TRIP TO WEST AFRICA 	[UK] The Daily Mail	UK	2014-08-06	31	0	1	5	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 6, 2014 Wednesday  Edition 1; National Edition 	'Several' Britons quarantined over Ebola virus fears 	[UK] The Telegraph	UK	2014-08-06	31	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 6, 2014 Wednesday  Edition 2; National Edition 	Imagination is the Apple of investors' eyes as hype for gadgets grows; Market report 	[UK] The Telegraph	UK	2014-08-06	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 6, 2014 Wednesday 	Comment: A viral enemy: The Ebola outbreak could derail a decade of postwar reconciliation and progress in Liberia 	[UK] The Guardian	UK	2014-08-06	31	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 6, 2014 Wednesday 	Soldiers sent to contain Ebola outbreak: Sierra Leone and Liberia seek to quarantine villages Experimental serum used to treat two US victims 	[UK] The Guardian	UK	2014-08-06	31	0	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guardian.com 	August 6, 2014 Wednesday 	Ebola outbreak: nurse who treated first victim in Nigeria dies 	[UK] The Guardian	UK	2014-08-06	31	0	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Four in Police Custody 	[LI] The NEWS	LI	2014-08-06	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Liberia Remains in Danger, Unless... .. 	[LI] The NEWS	LI	2014-08-06	31	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Chinese Company Shut Down 	[LI] The NEWS	LI	2014-08-06	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	World Bank Pledges U.S.$200 Million Emergency Funding 	[LI] The NEWS	LI	2014-08-06	31	0	0	5	5	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Rights Reporters Join Ebola Awareness 	[LI] The NEWS	LI	2014-08-06	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Gov't Failed to Protect Citizens 	[LI] The NEWS	LI	2014-08-06	31	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Ebola Patients Stigmatized, Abandoned 	[LI] The NEWS	LI	2014-08-06	31	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The NEWS (Monrovia) 	August 06, 2014 	Prayers Against Ebola Begin Today 	[LI] The NEWS	LI	2014-08-06	31	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	August 5, 2014 Tuesday 	THE HOLIDAY BUGS' THAT COULD BE MORE SINISTER THAN YOU THINK 	[UK] The Daily Mail	UK	2014-08-05	31	0	0	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DAILY MAIL (London) 	August 5, 2014 Tuesday 	NOW EBOLA HITS DOCTOR WHO TREATED VICTIM 	[UK] The Daily Mail	UK	2014-08-05	31	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	August 5, 2014 Tuesday  Edition 2; National Edition 	Hope for Ebola miracle as serum 'reverses' disease 	[UK] The Telegraph	UK	2014-08-05	31	0	0	5	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	August 5, 2014 Tuesday 	Second case of Ebola in Nigeria raises fears disease will spread 	[UK] The Guardian	UK	2014-08-05	31	0	2	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	August 5, 2014 Tuesday 	Second case of Ebola in Nigeria raises fears disease will spread 	[UK] The Guardian	UK	2014-08-05	31	0	2	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 05, 2014 	'I Don't Have Ebola' - Says Catholic Hospital Medical Consultant 	[LI] The Inquirer	LI	2014-08-05	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	August 05, 2014 	Three Hand Pumps "Poisoned" At New Georgia Junction - Residents Alarm 	[LI] The Inquirer	LI	2014-08-05	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
